Sweep,Variation,tau,seed,shuffle_flag,M,beta0_total_pers,beta1_total_pers,beta1_max_life,pers_entropy_h0,pers_entropy_h1,wasserstein_h0_to_next,wasserstein_h1_to_next,wasserstein_combined_to_next,mmd2_to_next,Low_Confidence
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,4,0,24,,,,,,,,,0.044808387756347656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,4,0,24,,,,,,,,,0.005967855453491211,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,4,0,24,,,,,,,,,0.00882720947265625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,4,0,24,,,,,,,,,0.0035247802734375,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,4,0,24,,,,,,,,,0.00020205974578857422,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,4,0,24,,,,,,,,,0.0019495487213134766,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,4,0,24,,,,,,,,,0.010127425193786621,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,4,0,24,,,,,,,,,0.04630720615386963,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,4,0,24,,,,,,,,,0.11684513092041016,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,4,0,24,,,,,,,,,0.007033228874206543,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,4,0,24,,,,,,,,,0.012867331504821777,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,4,0,24,,,,,,,,,0.01199495792388916,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,4,0,24,,,,,,,,,0.2104891538619995,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,4,0,24,,,,,,,,,0.1975877285003662,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,4,0,24,,,,,,,,,0.04103994369506836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,4,0,24,,,,,,,,,0.025483012199401855,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,4,0,24,,,,,,,,,0.011136174201965332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,4,0,24,,,,,,,,,0.011989831924438477,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,4,0,24,,,,,,,,,0.026744723320007324,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,4,0,24,,,,,,,,,0.013360023498535156,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,4,0,24,,,,,,,,,-0.0005098581314086914,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,4,0,24,,,,,,,,,0.006592869758605957,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,4,0,24,,,,,,,,,0.019562244415283203,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,4,0,24,,,,,,,,,0.033542633056640625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,4,0,24,,,,,,,,,0.09310078620910645,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,4,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,4,0,24,,,,,,,,,0.031759023666381836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,5,0,24,,,,,,,,,-0.0018000602722167969,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,5,0,24,,,,,,,,,0.015027284622192383,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,5,0,24,,,,,,,,,-0.0009683370590209961,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,5,0,24,,,,,,,,,0.0068694353103637695,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,5,0,24,,,,,,,,,0.0031278133392333984,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,5,0,24,,,,,,,,,0.0476151704788208,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,5,0,24,,,,,,,,,0.01148843765258789,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,5,0,24,,,,,,,,,0.009171724319458008,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,5,0,24,,,,,,,,,0.004518985748291016,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,5,0,24,,,,,,,,,0.008385658264160156,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,5,0,24,,,,,,,,,0.0050694942474365234,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,5,0,24,,,,,,,,,0.01645529270172119,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,5,0,24,,,,,,,,,0.13469386100769043,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,5,0,24,,,,,,,,,0.24171078205108643,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,5,0,24,,,,,,,,,0.015340089797973633,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,5,0,24,,,,,,,,,0.01562511920928955,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,5,0,24,,,,,,,,,0.012329816818237305,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,5,0,24,,,,,,,,,0.12478482723236084,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,5,0,24,,,,,,,,,0.11886024475097656,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,5,0,24,,,,,,,,,0.035346031188964844,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,5,0,24,,,,,,,,,0.008957743644714355,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,5,0,24,,,,,,,,,0.027553319931030273,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,5,0,24,,,,,,,,,0.022951722145080566,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,5,0,24,,,,,,,,,0.012425541877746582,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,5,0,24,,,,,,,,,0.003736257553100586,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,5,0,24,,,,,,,,,0.004941701889038086,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,5,0,24,,,,,,,,,0.028171658515930176,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,5,0,24,,,,,,,,,0.02235543727874756,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,5,0,24,,,,,,,,,0.02992236614227295,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,5,0,24,,,,,,,,,0.12261533737182617,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,5,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,5,0,24,,,,,,,,,0.04396897554397583,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,6,0,24,,,,,,,,,0.004276394844055176,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,6,0,24,,,,,,,,,0.01951467990875244,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,6,0,24,,,,,,,,,0.00773930549621582,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,6,0,24,,,,,,,,,0.00014078617095947266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,6,0,24,,,,,,,,,0.0052013397216796875,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,6,0,24,,,,,,,,,0.04512166976928711,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,6,0,24,,,,,,,,,0.01723456382751465,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,6,0,24,,,,,,,,,-0.0023851394653320312,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,6,0,24,,,,,,,,,0.001976609230041504,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,6,0,24,,,,,,,,,-0.0020236968994140625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,6,0,24,,,,,,,,,0.011535406112670898,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,6,0,24,,,,,,,,,0.03690993785858154,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,6,0,24,,,,,,,,,0.048743367195129395,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,6,0,24,,,,,,,,,0.13638675212860107,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,6,0,24,,,,,,,,,0.01535189151763916,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,6,0,24,,,,,,,,,0.016548991203308105,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,6,0,24,,,,,,,,,0.02341282367706299,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,6,0,24,,,,,,,,,0.19048571586608887,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,6,0,24,,,,,,,,,0.18648695945739746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,6,0,24,,,,,,,,,0.05813002586364746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,6,0,24,,,,,,,,,0.03293287754058838,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,6,0,24,,,,,,,,,0.030159354209899902,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,6,0,24,,,,,,,,,0.017290234565734863,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,6,0,24,,,,,,,,,0.00022363662719726562,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,6,0,24,,,,,,,,,0.004775881767272949,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,6,0,24,,,,,,,,,0.005294322967529297,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,6,0,24,,,,,,,,,0.00855398178100586,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,6,0,24,,,,,,,,,0.0364762544631958,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,6,0,24,,,,,,,,,0.04620802402496338,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,6,0,24,,,,,,,,,0.11686992645263672,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,6,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,6,0,24,,,,,,,,,0.02663588523864746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,7,0,24,,,,,,,,,0.0022592544555664062,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,7,0,24,,,,,,,,,0.016591310501098633,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,7,0,24,,,,,,,,,0.002829909324645996,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,7,0,24,,,,,,,,,0.003302454948425293,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,7,0,24,,,,,,,,,0.006788730621337891,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,7,0,24,,,,,,,,,0.03524470329284668,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,7,0,24,,,,,,,,,0.006613373756408691,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,7,0,24,,,,,,,,,0.005381107330322266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,7,0,24,,,,,,,,,-0.00028824806213378906,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,7,0,24,,,,,,,,,0.0009764432907104492,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,7,0,24,,,,,,,,,0.008698344230651855,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,7,0,24,,,,,,,,,0.03738760948181152,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,7,0,24,,,,,,,,,0.09454572200775146,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,7,0,24,,,,,,,,,0.1697540283203125,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,7,0,24,,,,,,,,,0.016698837280273438,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,7,0,24,,,,,,,,,0.02287924289703369,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,7,0,24,,,,,,,,,0.03292834758758545,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,7,0,24,,,,,,,,,0.15434229373931885,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,7,0,24,,,,,,,,,0.14773237705230713,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,7,0,24,,,,,,,,,0.020008563995361328,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,7,0,24,,,,,,,,,0.010672450065612793,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,7,0,24,,,,,,,,,0.024554967880249023,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,7,0,24,,,,,,,,,0.011533379554748535,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,7,0,24,,,,,,,,,0.006265521049499512,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,7,0,24,,,,,,,,,0.00817716121673584,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,7,0,24,,,,,,,,,-0.004472255706787109,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,7,0,24,,,,,,,,,0.0030504465103149414,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,7,0,24,,,,,,,,,-2.5510787963867188e-05,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,7,0,24,,,,,,,,,0.008900761604309082,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,7,0,24,,,,,,,,,0.10777342319488525,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,7,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,7,0,24,,,,,,,,,0.028615951538085938,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,8,0,24,,,,,,,,,0.001253366470336914,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,8,0,24,,,,,,,,,0.032489895820617676,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,8,0,24,,,,,,,,,0.009404778480529785,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,8,0,24,,,,,,,,,-0.0006175041198730469,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,8,0,24,,,,,,,,,0.0022623538970947266,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,8,0,24,,,,,,,,,0.050544142723083496,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,8,0,24,,,,,,,,,0.013991713523864746,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,8,0,24,,,,,,,,,0.0038423538208007812,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,8,0,24,,,,,,,,,0.014204978942871094,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,8,0,24,,,,,,,,,0.002409219741821289,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,8,0,24,,,,,,,,,0.011795520782470703,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,8,0,24,,,,,,,,,0.022751927375793457,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,8,0,24,,,,,,,,,0.016892075538635254,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,8,0,24,,,,,,,,,0.08288848400115967,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,8,0,24,,,,,,,,,0.021290063858032227,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,8,0,24,,,,,,,,,0.028738021850585938,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,8,0,24,,,,,,,,,0.017433762550354004,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,8,0,24,,,,,,,,,0.17849552631378174,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,8,0,24,,,,,,,,,0.17285645008087158,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,8,0,24,,,,,,,,,0.0643080472946167,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,8,0,24,,,,,,,,,-0.004445791244506836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,8,0,24,,,,,,,,,0.0189816951751709,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,8,0,24,,,,,,,,,0.02335512638092041,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,8,0,24,,,,,,,,,0.008375883102416992,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,8,0,24,,,,,,,,,0.011135220527648926,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,8,0,24,,,,,,,,,0.015942692756652832,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,8,0,24,,,,,,,,,0.01897740364074707,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,8,0,24,,,,,,,,,0.05308985710144043,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,8,0,24,,,,,,,,,0.08933103084564209,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,8,0,24,,,,,,,,,0.13053882122039795,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,8,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,8,0,24,,,,,,,,,0.0216597318649292,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,7,9,0,24,,,,,,,,,0.0032799243927001953,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,8,9,0,24,,,,,,,,,0.029032349586486816,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,13,9,0,24,,,,,,,,,0.00419306755065918,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,14,9,0,24,,,,,,,,,2.7418136596679688e-06,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,15,9,0,24,,,,,,,,,0.0009726285934448242,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,16,9,0,24,,,,,,,,,0.03321278095245361,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,17,9,0,24,,,,,,,,,0.010154008865356445,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,18,9,0,24,,,,,,,,,0.007212638854980469,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,19,9,0,24,,,,,,,,,0.003865361213684082,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,20,9,0,24,,,,,,,,,0.0012089014053344727,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,21,9,0,24,,,,,,,,,0.011773943901062012,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,22,9,0,24,,,,,,,,,0.04136860370635986,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,23,9,0,24,,,,,,,,,0.10315310955047607,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,24,9,0,24,,,,,,,,,0.16113901138305664,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,25,9,0,24,,,,,,,,,0.008487701416015625,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,26,9,0,24,,,,,,,,,0.00467228889465332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,27,9,0,24,,,,,,,,,0.018178701400756836,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,28,9,0,24,,,,,,,,,0.1373218297958374,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,29,9,0,24,,,,,,,,,0.14299428462982178,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,30,9,0,24,,,,,,,,,0.04035747051239014,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,31,9,0,24,,,,,,,,,0.009975910186767578,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,34,9,0,24,,,,,,,,,0.01576519012451172,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,35,9,0,24,,,,,,,,,0.004466891288757324,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,36,9,0,24,,,,,,,,,0.025766491889953613,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,37,9,0,24,,,,,,,,,0.024396419525146484,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,38,9,0,24,,,,,,,,,-0.0044171810150146484,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,39,9,0,24,,,,,,,,,0.0038291215896606445,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,40,9,0,24,,,,,,,,,0.021311521530151367,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,41,9,0,24,,,,,,,,,0.026135563850402832,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,42,9,0,24,,,,,,,,,0.10656440258026123,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,43,9,0,24,,,,,,,,,-0.005704045295715332,0
TDA: MMD Canary RawFeat Euclid tau=1-49,ClassCond_Illicit,48,9,0,24,,,,,,,,,0.026844441890716553,0
